Arbrook,FrameTime,SetupTime,Model Switch Time,BGFX,FrameTime,SetupTime,Model Switch Time,Native,FrameTime,SetupTime,Model Switch Time,
 ,0.0646, ,0.0607, ,0.1417, ,4e-04, ,0.0618, ,0.0588,
 ,0.6424, ,0.6383, ,0.9892, ,4e-04, ,0.6404, ,0.6373,
 ,0.0882, ,0.0843, ,0.1947, ,4e-04, ,0.0814, ,0.0785,
 ,0.0111, ,0.0065, ,0.143, ,4e-04, ,0.0065, ,0.0041,
 ,0.0139, ,0.0098, ,0.7472, ,4e-04, ,0.0103, ,0.0079,
 ,1.1528, ,1.1486, ,0.7284, ,4e-04, ,1.1313, ,1.128,
 ,0.1462, ,0.1421, ,0.259, ,4e-04, ,0.1458, ,0.1429,
 ,0.0322, ,0.0286, ,0.5136, ,3e-04, ,0.0301, ,0.0275,
 ,0.01, ,0.0065, ,0.8516, ,4e-04, ,0.0085, ,0.0061,
 ,0.0085, ,0.0051, ,0.1396, ,4e-04, ,0.0067, ,0.0042,
 ,0.3126, ,0.3086, ,0.2156, ,4e-04, ,0.3124, ,0.3093,
 ,0.4895, ,0.4851, ,0.2487, ,4e-04, ,0.5027, ,0.4994,
 ,0.0652, ,0.0613, ,0.1424, ,4e-04, ,0.0628, ,0.0598,
 ,0.6428, ,0.638, ,0.9347, ,3e-04, ,0.6546, ,0.6505,
 ,0.0825, ,0.0787, ,0.1719, ,4e-04, ,0.0808, ,0.0779,
 ,0.0082, ,0.0047, ,0.1399, ,4e-04, ,0.0065, ,0.0042,
 ,0.0116, ,0.0081, ,0.8374, ,3e-04, ,0.0102, ,0.0078,
 ,1.2192, ,1.2149, ,0.6881, ,4e-04, ,1.1887, ,1.1855,
 ,0.1521, ,0.1481, ,0.2692, ,4e-04, ,0.1449, ,0.1418,
 ,0.0352, ,0.0309, ,0.5031, ,4e-04, ,0.0298, ,0.0271,
 ,0.012, ,0.0079, ,0.6475, ,4e-04, ,0.0082, ,0.0058,
 ,0.01, ,0.006, ,0.1812, ,3e-04, ,0.0067, ,0.0042,
 ,0.3001, ,0.2963, ,0.2899, ,4e-04, ,0.3167, ,0.3139,
 ,0.4735, ,0.4692, ,0.2582, ,3e-04, ,0.478, ,0.4747,
 ,0.0636, ,0.0597, ,0.1437, ,4e-04, ,0.0619, ,0.0589,
 ,0.6267, ,0.6227, ,1.3079, ,5e-04, ,0.6721, ,0.6692,
 ,0.0823, ,0.0785, ,0.1481, ,5e-04, ,0.0809, ,0.078,
 ,0.0081, ,0.0048, ,0.1425, ,3e-04, ,0.0065, ,0.004,
 ,0.0115, ,0.008, ,0.7948, ,4e-04, ,0.0101, ,0.0075,
 ,1.1175, ,1.113, ,0.7397, ,4e-04, ,1.2177, ,1.2136,
 ,0.1476, ,0.1437, ,0.2521, ,4e-04, ,0.1484, ,0.1453,
 ,0.0303, ,0.0268, ,0.4842, ,3e-04, ,0.0305, ,0.0278,
 ,0.0098, ,0.0063, ,0.6384, ,3e-04, ,0.0086, ,0.0061,
 ,0.0081, ,0.0048, ,0.1974, ,4e-04, ,0.0071, ,0.0047,
 ,0.3176, ,0.3138, ,0.3019, ,4e-04, ,0.3178, ,0.315,
 ,0.5454, ,0.5412, ,0.3022, ,4e-04, ,0.4768, ,0.4735,
 ,0.0642, ,0.0602, ,0.1623, ,4e-04, ,0.0625, ,0.0596,
 ,0.6439, ,0.6399, ,1.0422, ,4e-04, ,0.6479, ,0.6449,
 ,0.0842, ,0.0803, ,0.1812, ,5e-04, ,0.0819, ,0.0789,
 ,0.0081, ,0.0047, ,0.1902, ,4e-04, ,0.0066, ,0.0041,
 ,0.0115, ,0.0081, ,0.6867, ,5e-04, ,0.0103, ,0.0077,
 ,1.1228, ,1.1182, ,0.7904, ,5e-04, ,1.1695, ,1.1665,
 ,0.1459, ,0.1419, ,0.1908, ,5e-04, ,0.143, ,0.1399,
 ,0.0313, ,0.0277, ,0.3458, ,5e-04, ,0.0293, ,0.0266,
 ,0.0102, ,0.0068, ,0.8085, ,5e-04, ,0.0115, ,0.0082,
 ,0.0083, ,0.0049, ,0.1638, ,6e-04, ,0.0096, ,0.0063,
 ,0.3118, ,0.3081, ,0.4692, ,4e-04, ,0.4105, ,0.4065,
 ,0.4877, ,0.4834, ,0.2903, ,4e-04, ,0.577, ,0.5735,
 ,0.0646, ,0.0609, ,0.1425, ,4e-04, ,0.067, ,0.0639,
 ,0.6305, ,0.6267, ,0.9812, ,4e-04, ,0.7677, ,0.764,
 ,0.083, ,0.0792, ,0.1435, ,4e-04, ,0.0909, ,0.0878,
 ,0.008, ,0.0046, ,0.1408, ,4e-04, ,0.0077, ,0.0051,
 ,0.0114, ,0.0081, ,0.8207, ,3e-04, ,0.0177, ,0.0138,
 ,1.1502, ,1.1459, ,0.8159, ,4e-04, ,1.3348, ,1.3309,
 ,0.1435, ,0.1395, ,0.2533, ,4e-04, ,0.1612, ,0.1576,
 ,0.0313, ,0.0278, ,0.4998, ,4e-04, ,0.0431, ,0.0402,
 ,0.0099, ,0.0065, ,0.7462, ,4e-04, ,0.0093, ,0.0066,
 ,0.0081, ,0.0048, ,0.2076, ,7e-04, ,0.0074, ,0.0049,
 ,0.2968, ,0.293, ,0.3444, ,5e-04, ,0.3783, ,0.3753,
 ,0.4752, ,0.471, ,0.727, ,4e-04, ,0.5295, ,0.5262,
 ,0.064, ,0.0602, ,0.1444, ,4e-04, ,0.088, ,0.0841,
 ,0.7026, ,0.6987, ,1.2026, ,4e-04, ,0.8164, ,0.8119,
 ,0.0861, ,0.0825, ,0.1423, ,4e-04, ,0.0909, ,0.0875,
 ,0.0081, ,0.0047, ,0.1403, ,3e-04, ,0.01, ,0.0067,
 ,0.0114, ,0.0081, ,0.8278, ,4e-04, ,0.0155, ,0.0119,
 ,1.2879, ,1.2835, ,0.8586, ,4e-04, ,1.3074, ,1.3039,
 ,0.1464, ,0.1426, ,0.2088, ,6e-04, ,0.1558, ,0.1522,
 ,0.0308, ,0.0272, ,0.4823, ,4e-04, ,0.0437, ,0.0402,
 ,0.01, ,0.0064, ,0.6626, ,4e-04, ,0.0118, ,0.0085,
 ,0.0082, ,0.0048, ,0.2336, ,4e-04, ,0.0106, ,0.007,
 ,0.3401, ,0.3362, ,0.3124, ,4e-04, ,0.3512, ,0.3479,
 ,0.4986, ,0.4936, ,0.2789, ,4e-04, ,0.5259, ,0.5222,
 ,0.0725, ,0.0616, ,0.1434, ,4e-04, ,0.0802, ,0.077,
 ,0.675, ,0.6709, ,1.0496, ,4e-04, ,0.7094, ,0.7062,
 ,0.0841, ,0.0803, ,0.1435, ,4e-04, ,0.0841, ,0.081,
 ,0.0081, ,0.0046, ,0.142, ,4e-04, ,0.0088, ,0.0057,
 ,0.0119, ,0.0084, ,0.8136, ,3e-04, ,0.016, ,0.0122,
 ,1.123, ,1.1189, ,0.831, ,4e-04, ,1.1681, ,1.1644,
 ,0.1473, ,0.1432, ,0.1986, ,4e-04, ,0.1475, ,0.1442,
 ,0.0317, ,0.0281, ,0.496, ,4e-04, ,0.0408, ,0.0374,
 ,0.0099, ,0.0064, ,0.6888, ,4e-04, ,0.0125, ,0.009,
 ,0.0082, ,0.0048, ,0.2274, ,3e-04, ,0.0099, ,0.0066,
 ,0.3154, ,0.3117, ,0.3176, ,4e-04, ,0.3344, ,0.331,
 ,0.4878, ,0.4837, ,0.2729, ,4e-04, ,0.4933, ,0.49,
 ,0.0648, ,0.061, ,0.1433, ,3e-04, ,0.0819, ,0.0779,
 ,0.6677, ,0.6636, ,1.0093, ,4e-04, ,0.6906, ,0.6874,
 ,0.0854, ,0.0815, ,0.1443, ,4e-04, ,0.0812, ,0.0783,
 ,0.0079, ,0.0046, ,0.1414, ,4e-04, ,0.0094, ,0.0058,
 ,0.0114, ,0.008, ,0.8221, ,3e-04, ,0.0143, ,0.0105,
 ,1.228, ,1.2239, ,0.8406, ,5e-04, ,1.1736, ,1.1701,
 ,0.1471, ,0.1431, ,0.419, ,6e-04, ,0.1452, ,0.1421,
 ,0.0311, ,0.0275, ,0.6235, ,5e-04, ,0.0365, ,0.0326,
 ,0.0097, ,0.0063, ,0.666, ,4e-04, ,0.0113, ,0.0081,
 ,0.0083, ,0.0048, ,0.2347, ,4e-04, ,0.0082, ,0.0052,
 ,0.2993, ,0.2956, ,0.3184, ,4e-04, ,0.3317, ,0.3288,
 ,0.5015, ,0.497, ,0.2699, ,4e-04, ,0.5108, ,0.5076,
 ,0.0718, ,0.068, ,0.1479, ,4e-04, ,0.0631, ,0.0599,
 ,0.6383, ,0.6345, ,1.0381, ,4e-04, ,0.6692, ,0.666,
 ,0.0826, ,0.0787, ,0.1547, ,4e-04, ,0.0832, ,0.0803,
 ,0.0082, ,0.0049, ,0.1408, ,4e-04, ,0.0068, ,0.0043,
 ,0.0113, ,0.0078, ,0.7965, ,4e-04, ,0.0109, ,0.0084,
 ,1.1053, ,1.1012, ,0.7483, ,4e-04, ,1.2891, ,1.2857,
 ,0.1437, ,0.1396, ,0.2184, ,4e-04, ,0.1479, ,0.1448,
 ,0.031, ,0.0275, ,0.4911, ,4e-04, ,0.0342, ,0.0317,
 ,0.0097, ,0.0063, ,0.6687, ,4e-04, ,0.0087, ,0.0062,
 ,0.0084, ,0.005, ,0.2199, ,4e-04, ,0.0069, ,0.0044,
 ,0.309, ,0.3051, ,0.2928, ,4e-04, ,0.3586, ,0.3554,
 ,0.5287, ,0.5242, ,0.2595, ,4e-04, ,0.4982, ,0.4949,
 ,0.0654, ,0.0612, ,0.142, ,4e-04, ,0.0615, ,0.0585,
 ,0.6494, ,0.6456, ,1.0622, ,4e-04, ,0.6609, ,0.6579,
 ,0.0857, ,0.0819, ,0.1434, ,4e-04, ,0.0811, ,0.0781,
 ,0.0082, ,0.0049, ,0.1408, ,4e-04, ,0.0066, ,0.004,
 ,0.0114, ,0.008, ,0.7081, ,4e-04, ,0.0106, ,0.008,
 ,1.1273, ,1.1231, ,0.741, ,4e-04, ,1.3192, ,1.3161,
 ,0.1484, ,0.1444, ,0.223, ,4e-04, ,0.1434, ,0.1404,
 ,0.0319, ,0.0284, ,0.4654, ,3e-04, ,0.0303, ,0.0277,
 ,0.0097, ,0.0064, ,0.6742, ,3e-04, ,0.0085, ,0.0059,
 ,0.0084, ,0.0049, ,0.2244, ,3e-04, ,0.0066, ,0.0042,
 ,0.3138, ,0.3101, ,0.33, ,4e-04, ,0.2924, ,0.2894,
 ,0.4982, ,0.4938, ,0.259, ,4e-04, ,0.4641, ,0.4609,
 ,0.0642, ,0.0604, ,0.1424, ,4e-04, ,0.0627, ,0.0597,
 ,0.7499, ,0.746, ,1.0045, ,4e-04, ,0.7509, ,0.7479,
 ,0.0851, ,0.0813, ,0.2833, ,5e-04, ,0.0811, ,0.0782,
 ,0.008, ,0.0047, ,0.1494, ,6e-04, ,0.0065, ,0.0041,
 ,0.0116, ,0.008, ,0.8693, ,4e-04, ,0.0106, ,0.0081,
 ,1.1222, ,1.1178, ,0.7755, ,4e-04, ,1.316, ,1.3126,
 ,0.1474, ,0.1434, ,0.1597, ,6e-04, ,0.15, ,0.1468,
 ,0.031, ,0.0274, ,0.4531, ,4e-04, ,0.0312, ,0.0285,
 ,0.0099, ,0.0065, ,0.8932, ,4e-04, ,0.0085, ,0.006,
 ,0.0082, ,0.0049, ,0.3083, ,9e-04, ,0.0068, ,0.0043,
 ,0.3094, ,0.3054, ,0.3759, ,6e-04, ,0.3012, ,0.2983,
 ,0.4794, ,0.4751, ,0.336, ,5e-04, ,0.4772, ,0.4739,
 ,0.0646, ,0.0609, ,0.1443, ,5e-04, ,0.0639, ,0.0609,
 ,0.6526, ,0.6485, ,0.6518, ,4e-04, ,0.6628, ,0.6598,
 ,0.0884, ,0.0844, ,0.3266, ,5e-04, ,0.0847, ,0.0818,
 ,0.0081, ,0.0048, ,0.1403, ,4e-04, ,0.007, ,0.0043,
 ,0.0112, ,0.0078, ,0.4838, ,4e-04, ,0.011, ,0.0084,
 ,1.1669, ,1.1627, ,0.865, ,4e-04, ,1.1462, ,1.143,
 ,0.1461, ,0.1421, ,0.1476, ,5e-04, ,0.1477, ,0.1446,
 ,0.0314, ,0.0279, ,0.432, ,3e-04, ,0.03, ,0.0274,
 ,0.0099, ,0.0063, ,0.6617, ,5e-04, ,0.0085, ,0.0059,
 ,0.0082, ,0.005, ,0.2268, ,4e-04, ,0.0068, ,0.0043,
 ,0.3546, ,0.3507, ,0.2976, ,4e-04, ,0.3025, ,0.2997,
 ,0.5476, ,0.5433, ,0.2795, ,4e-04, ,0.4803, ,0.477,
 ,0.0659, ,0.0621, ,0.1452, ,5e-04, ,0.0643, ,0.0613,
 ,0.7027, ,0.6987, ,0.9469, ,4e-04, ,0.6371, ,0.634,
 ,0.0862, ,0.0824, ,0.1451, ,4e-04, ,0.0809, ,0.078,
 ,0.0083, ,0.0047, ,0.1424, ,4e-04, ,0.0065, ,0.0041,
 ,0.0116, ,0.0082, ,0.7273, ,4e-04, ,0.0106, ,0.008,
 ,1.2434, ,1.2393, ,0.7477, ,4e-04, ,1.1195, ,1.1163,
 ,0.1476, ,0.1436, ,0.1619, ,4e-04, ,0.1445, ,0.1414,
 ,0.0382, ,0.0346, ,0.4526, ,4e-04, ,0.0288, ,0.0261,
 ,0.0101, ,0.0066, ,0.6787, ,4e-04, ,0.0085, ,0.0059,
 ,0.0087, ,0.0053, ,0.215, ,4e-04, ,0.0067, ,0.0042,
 ,0.3754, ,0.3714, ,0.2929, ,3e-04, ,0.2993, ,0.2964,
 ,0.526, ,0.5216, ,0.2767, ,4e-04, ,0.4774, ,0.4742,
 ,0.0666, ,0.0626, ,0.1442, ,4e-04, ,0.0636, ,0.0606,
 ,0.6803, ,0.6763, ,0.9609, ,3e-04, ,0.6351, ,0.6321,
 ,0.0825, ,0.0787, ,0.4208, ,3e-04, ,0.0818, ,0.0789,
 ,0.0081, ,0.0047, ,0.1473, ,4e-04, ,0.0094, ,0.006,
 ,0.0116, ,0.0083, ,0.8584, ,4e-04, ,0.0109, ,0.0082,
 ,1.1643, ,1.16, ,0.6824, ,6e-04, ,1.1329, ,1.1298,
 ,0.1462, ,0.1422, ,0.1483, ,4e-04, ,0.1456, ,0.1424,
 ,0.0334, ,0.0297, ,0.3983, ,4e-04, ,0.03, ,0.0273,
 ,0.01, ,0.0065, ,0.6956, ,4e-04, ,0.0084, ,0.0059,
 ,0.0081, ,0.0048, ,0.2323, ,4e-04, ,0.0068, ,0.0044,
 ,0.3219, ,0.318, ,0.3099, ,4e-04, ,0.3101, ,0.3072,
 ,0.4817, ,0.4775, ,0.2763, ,4e-04, ,0.5175, ,0.5139,
 ,0.0644, ,0.0605, ,0.1439, ,4e-04, ,0.0635, ,0.0604,
 ,0.6495, ,0.6456, ,0.9232, ,4e-04, ,0.6738, ,0.6708,
 ,0.0819, ,0.0781, ,0.1443, ,4e-04, ,0.0817, ,0.0788,
 ,0.0093, ,0.0045, ,0.1436, ,4e-04, ,0.0075, ,0.0041,
 ,0.0116, ,0.0081, ,0.7703, ,4e-04, ,0.0109, ,0.0082,
 ,1.2194, ,1.2151, ,0.6946, ,4e-04, ,1.287, ,1.2838,
 ,0.1476, ,0.1438, ,0.1592, ,4e-04, ,0.1447, ,0.1415,
 ,0.033, ,0.0293, ,0.4392, ,4e-04, ,0.0299, ,0.0272,
 ,0.0102, ,0.0066, ,0.704, ,4e-04, ,0.0084, ,0.0059,
 ,0.0084, ,0.005, ,0.2568, ,3e-04, ,0.0066, ,0.0041,
 ,0.3195, ,0.3156, ,0.3133, ,3e-04, ,0.3185, ,0.3156,
 ,0.4871, ,0.4828, ,0.2724, ,4e-04, ,0.5097, ,0.5065,
 ,0.0652, ,0.0614, ,0.1637, ,5e-04, ,0.0625, ,0.0595,
 ,0.6431, ,0.6392, ,0.8892, ,4e-04, ,0.6808, ,0.6779,
 ,0.0921, ,0.088, ,0.144, ,4e-04, ,0.0827, ,0.08,
 ,0.0082, ,0.0048, ,0.1414, ,3e-04, ,0.0066, ,0.0041,
 ,0.0116, ,0.0082, ,0.7159, ,4e-04, ,0.0105, ,0.008,
 ,1.1776, ,1.173, ,0.7156, ,4e-04, ,1.2067, ,1.2035,
 ,0.1481, ,0.1441, ,0.1434, ,4e-04, ,0.144, ,0.141,
 ,0.0321, ,0.0286, ,0.4394, ,4e-04, ,0.0286, ,0.026,
 ,0.0102, ,0.0065, ,0.7161, ,4e-04, ,0.0087, ,0.0062,
 ,0.0083, ,0.005, ,0.2615, ,4e-04, ,0.0068, ,0.0041,
 ,0.3138, ,0.31, ,0.3094, ,4e-04, ,0.302, ,0.2991,
 ,0.5348, ,0.5251, ,0.2876, ,4e-04, ,0.5078, ,0.5045,
 ,0.0656, ,0.0614, ,0.1928, ,8e-04, ,0.0636, ,0.0606,
 ,0.6532, ,0.6493, ,1.1183, ,5e-04, ,0.8276, ,0.8242,
 ,0.0858, ,0.082, ,0.1953, ,4e-04, ,0.0872, ,0.0836,
 ,0.0083, ,0.0049, ,0.1483, ,4e-04, ,0.0077, ,0.0048,
 ,0.0121, ,0.0086, ,0.7154, ,3e-04, ,0.0108, ,0.0083,
 ,1.1326, ,1.1281, ,0.6919, ,4e-04, ,1.2207, ,1.2175,
 ,0.1483, ,0.1444, ,0.146, ,4e-04, ,0.1558, ,0.1525,
 ,0.0317, ,0.0281, ,0.4343, ,3e-04, ,0.034, ,0.0313,
 ,0.0105, ,0.007, ,0.7335, ,4e-04, ,0.0086, ,0.0062,
 ,0.0084, ,0.005, ,0.2561, ,3e-04, ,0.0071, ,0.0045,
 ,0.2997, ,0.2959, ,0.2872, ,5e-04, ,0.3536, ,0.3505,
 ,0.4801, ,0.4759, ,0.2603, ,4e-04, ,0.5135, ,0.51,
 ,0.0637, ,0.0598, ,0.1917, ,5e-04, ,0.0643, ,0.0612,
 ,0.6361, ,0.6323, ,0.838, ,3e-04, ,0.6623, ,0.6591,
 ,0.083, ,0.0792, ,0.1448, ,4e-04, ,0.0845, ,0.0817,
 ,0.008, ,0.0047, ,0.144, ,3e-04, ,0.0068, ,0.0041,
 ,0.0116, ,0.0082, ,0.7061, ,4e-04, ,0.0108, ,0.0083,
 ,1.2371, ,1.2331, ,0.6794, ,4e-04, ,1.2502, ,1.2468,
 ,0.1503, ,0.1463, ,0.1458, ,4e-04, ,0.1496, ,0.1465,
 ,0.0316, ,0.0281, ,0.4517, ,4e-04, ,0.0323, ,0.0297,
 ,0.01, ,0.0065, ,0.6756, ,5e-04, ,0.0084, ,0.0058,
 ,0.0084, ,0.0051, ,0.235, ,4e-04, ,0.0067, ,0.0043,
 ,0.3144, ,0.3107, ,0.3068, ,4e-04, ,0.3019, ,0.2987,
 ,0.4895, ,0.4853, ,0.2602, ,4e-04, ,0.493, ,0.4896,
 ,0.0647, ,0.0609, ,0.1452, ,4e-04, ,0.0651, ,0.0621,
 ,0.6541, ,0.6502, ,0.8706, ,4e-04, ,0.7519, ,0.7489,
 ,0.0842, ,0.0803, ,0.1463, ,4e-04, ,0.0829, ,0.08,
 ,0.0081, ,0.0048, ,0.1437, ,4e-04, ,0.0065, ,0.004,
 ,0.012, ,0.0086, ,0.6838, ,4e-04, ,0.0108, ,0.0083,
 ,1.1535, ,1.1494, ,0.6775, ,3e-04, ,1.1349, ,1.1314,
 ,0.1483, ,0.1444, ,0.1477, ,4e-04, ,0.1447, ,0.1416,
 ,0.0358, ,0.031, ,0.4182, ,4e-04, ,0.031, ,0.0282,
 ,0.0102, ,0.0067, ,0.6694, ,4e-04, ,0.0083, ,0.0058,
 ,0.0085, ,0.0052, ,0.2109, ,3e-04, ,0.0068, ,0.0044,
 ,0.3306, ,0.3268, ,0.3099, ,4e-04, ,0.3047, ,0.3019,
 ,0.4948, ,0.4903, ,0.2587, ,3e-04, ,0.5599, ,0.5555,
 ,0.0645, ,0.0607, ,0.1899, ,6e-04, ,0.0804, ,0.0766,
 ,0.6623, ,0.6585, ,1.0973, ,5e-04, ,0.6702, ,0.667,
 ,0.0818, ,0.0778, ,0.1492, ,4e-04, ,0.1018, ,0.0987,
 ,0.0081, ,0.0047, ,0.1426, ,4e-04, ,0.0066, ,0.0041,
 ,0.0109, ,0.0076, ,0.6619, ,4e-04, ,0.0107, ,0.0081,
 ,1.2628, ,1.2588, ,0.6733, ,4e-04, ,1.1287, ,1.1251,
 ,0.1441, ,0.1402, ,0.1436, ,4e-04, ,0.1447, ,0.1416,
 ,0.0315, ,0.0279, ,0.4113, ,3e-04, ,0.0312, ,0.0284,
 ,0.0098, ,0.0065, ,0.7216, ,4e-04, ,0.0084, ,0.0058,
 ,0.0082, ,0.0049, ,0.1522, ,4e-04, ,0.0065, ,0.0042,
 ,0.3259, ,0.3221, ,0.3079, ,4e-04, ,0.307, ,0.3038,
 ,0.507, ,0.5029, ,0.2603, ,4e-04, ,0.4839, ,0.4807,
 ,0.0639, ,0.0601, ,0.1447, ,4e-04, ,0.0633, ,0.0603,
 ,0.6449, ,0.6409, ,0.8451, ,4e-04, ,0.6411, ,0.6381,
 ,0.0823, ,0.0784, ,0.1612, ,4e-04, ,0.0814, ,0.0785,
 ,0.0082, ,0.0047, ,0.1426, ,4e-04, ,0.0067, ,0.0043,
 ,0.0115, ,0.0081, ,0.7085, ,4e-04, ,0.0106, ,0.0081,
 ,1.1329, ,1.1286, ,0.6854, ,4e-04, ,1.279, ,1.2755,
 ,0.1477, ,0.1436, ,0.1453, ,4e-04, ,0.1446, ,0.1416,
 ,0.0312, ,0.0276, ,0.4116, ,4e-04, ,0.0311, ,0.0284,
 ,0.0102, ,0.0066, ,0.6701, ,3e-04, ,0.0082, ,0.0057,
 ,0.0087, ,0.0052, ,0.1662, ,4e-04, ,0.0067, ,0.0043,
 ,0.3067, ,0.3029, ,0.3095, ,4e-04, ,0.3207, ,0.3178,
 ,0.5115, ,0.5074, ,0.2519, ,4e-04, ,0.4755, ,0.4722,
 ,0.066, ,0.0622, ,0.1424, ,4e-04, ,0.062, ,0.0591,
 ,0.6463, ,0.6423, ,0.8491, ,4e-04, ,0.6347, ,0.6317,
 ,0.0829, ,0.079, ,0.1637, ,4e-04, ,0.0815, ,0.0785,
 ,0.0082, ,0.0048, ,0.1413, ,4e-04, ,0.0065, ,0.0041,
 ,0.0116, ,0.0081, ,0.7116, ,4e-04, ,0.0101, ,0.0077,
 ,1.6026, ,1.5926, ,0.6505, ,4e-04, ,1.3035, ,1.3004,
 ,0.3499, ,0.3399, ,0.1636, ,4e-04, ,0.1447, ,0.1417,
 ,0.0417, ,0.0355, ,0.4132, ,4e-04, ,0.0296, ,0.027,
 ,0.0136, ,0.009, ,0.6567, ,5e-04, ,0.0081, ,0.0056,
 ,0.0094, ,0.0057, ,0.1826, ,3e-04, ,0.0066, ,0.0041,
 ,0.2947, ,0.2896, ,0.2959, ,4e-04, ,0.3725, ,0.3689,
 ,0.4261, ,0.4217, ,0.2508, ,4e-04, ,0.4903, ,0.4872,
 ,0.0672, ,0.0632, ,0.1434, ,4e-04, ,0.0825, ,0.079,
 ,0.5265, ,0.5224, ,0.8755, ,4e-04, ,0.7256, ,0.7225,
 ,0.0858, ,0.0814, ,0.4345, ,4e-04, ,0.0839, ,0.081,
 ,0.0081, ,0.0048, ,0.1439, ,4e-04, ,0.0068, ,0.0043,
 ,0.0118, ,0.0083, ,0.6833, ,3e-04, ,0.0107, ,0.0081,
 ,0.904, ,0.8998, ,0.6523, ,4e-04, ,1.1839, ,1.1808,
 ,0.1508, ,0.1468, ,0.1578, ,4e-04, ,0.1441, ,0.1411,
 ,0.0327, ,0.0292, ,0.4584, ,4e-04, ,0.0304, ,0.0277,
 ,0.0099, ,0.0064, ,0.6144, ,4e-04, ,0.0083, ,0.0059,
 ,0.0084, ,0.005, ,0.1797, ,4e-04, ,0.0068, ,0.0043,
 ,0.2833, ,0.2795, ,0.3065, ,7e-04, ,0.3182, ,0.3153,
 ,0.4178, ,0.4134, ,0.2554, ,3e-04, ,0.4912, ,0.4879,
 ,0.0642, ,0.0603, ,0.1455, ,3e-04, ,0.0617, ,0.0587,
 ,0.5614, ,0.5572, ,0.8701, ,4e-04, ,0.6559, ,0.6528,
 ,0.0981, ,0.0942, ,0.166, ,4e-04, ,0.0818, ,0.0788,
 ,0.0081, ,0.0048, ,0.1424, ,4e-04, ,0.0064, ,0.0039,
 ,0.0136, ,0.0099, ,0.7035, ,4e-04, ,0.0103, ,0.0078,
 ,1.0931, ,1.0877, ,0.6635, ,4e-04, ,1.1709, ,1.1675,
 ,0.1892, ,0.1847, ,0.1535, ,4e-04, ,0.1441, ,0.1411,
 ,0.0467, ,0.0418, ,0.4186, ,4e-04, ,0.0292, ,0.0265,
 ,0.0119, ,0.0081, ,0.6538, ,4e-04, ,0.0081, ,0.0057,
 ,0.01, ,0.0065, ,0.1844, ,4e-04, ,0.0067, ,0.0042,
 ,0.3869, ,0.3804, ,0.2992, ,4e-04, ,0.2991, ,0.2961,
 ,0.5753, ,0.5705, ,0.2605, ,4e-04, ,0.4873, ,0.4841,
 ,0.0829, ,0.078, ,0.1455, ,4e-04, ,0.0637, ,0.0607,
 ,0.6412, ,0.6368, ,0.8799, ,4e-04, ,0.6461, ,0.6429,
 ,0.088, ,0.0842, ,0.1674, ,4e-04, ,0.0803, ,0.0773,
 ,0.0088, ,0.0055, ,0.1442, ,4e-04, ,0.0065, ,0.004,
 ,0.0139, ,0.0104, ,0.7095, ,4e-04, ,0.0102, ,0.0077,
 ,0.9869, ,0.9824, ,0.6617, ,4e-04, ,1.1155, ,1.1122,
 ,0.1583, ,0.1544, ,0.1624, ,4e-04, ,0.1436, ,0.1405,
 ,0.0421, ,0.0384, ,0.4405, ,3e-04, ,0.0296, ,0.0269,
 ,0.0109, ,0.0074, ,0.6612, ,4e-04, ,0.0133, ,0.0106,
 ,0.0091, ,0.0057, ,0.1737, ,5e-04, ,0.0067, ,0.0043,
 ,0.3114, ,0.3076, ,0.3034, ,4e-04, ,0.3114, ,0.3085,
 ,0.4561, ,0.4519, ,0.2549, ,4e-04, ,0.4768, ,0.4736,
 ,0.0674, ,0.0635, ,0.1436, ,4e-04, ,0.062, ,0.0589,
 ,3.2195, ,3.2155, ,0.9292, ,4e-04, ,0.64, ,0.637,
 ,0.0882, ,0.0844, ,0.1773, ,5e-04, ,0.0812, ,0.0783,
 ,0.0084, ,0.0049, ,0.1509, ,4e-04, ,0.0066, ,0.0042,
 ,0.0128, ,0.0093, ,0.9699, ,4e-04, ,0.0102, ,0.0077,
 ,1.4549, ,1.448, ,0.6271, ,4e-04, ,1.2793, ,1.2761,
 ,0.1614, ,0.1573, ,0.1749, ,4e-04, ,0.1464, ,0.1434,
 ,0.0429, ,0.0392, ,0.4253, ,3e-04, ,0.0297, ,0.0271,
 ,0.0107, ,0.0071, ,0.6533, ,4e-04, ,0.0082, ,0.0058,
 ,0.0091, ,0.0058, ,0.1888, ,4e-04, ,0.0066, ,0.0042,
 ,0.3652, ,0.361, ,0.3042, ,4e-04, ,0.2924, ,0.2894,
 ,0.6235, ,0.619, ,0.2669, ,4e-04, ,0.4763, ,0.4731,
 ,0.0671, ,0.0632, ,0.1455, ,4e-04, ,0.063, ,0.0601,
 ,0.7229, ,0.7191, ,0.964, ,4e-04, ,0.6428, ,0.6397,
 ,0.0888, ,0.0849, ,0.1471, ,4e-04, ,0.0845, ,0.0815,
 ,0.0087, ,0.0051, ,0.1441, ,4e-04, ,0.0063, ,0.004,
 ,0.0132, ,0.0097, ,0.7105, ,4e-04, ,0.0102, ,0.0077,
 ,1.2361, ,1.232, ,0.6773, ,4e-04, ,1.1121, ,1.1091,
 ,0.1531, ,0.1491, ,0.1808, ,4e-04, ,0.1412, ,0.1382,
