Arbrook,Model Switch Time,BGFX,Model Switch Time,Native,Model Switch Time,
 ,0.3224, ,5e-04, ,0.3151,
 ,0.0197, ,5e-04, ,0.1741,
 ,0.0375, ,3e-04, ,0.0323,
 ,0.0187, ,5e-04, ,0.0193,
 ,0.0213, ,5e-04, ,0.0185,
 ,0.1816, ,4e-04, ,0.1378,
 ,0.1399, ,5e-04, ,0.1518,
 ,0.0177, ,3e-04, ,0.0172,
 ,0.2444, ,3e-04, ,0.3008,
 ,0.0191, ,3e-04, ,0.0222,
 ,0.0219, ,3e-04, ,0.0218,
 ,0.0226, ,4e-04, ,0.0222,
 ,0.3757, ,4e-04, ,0.408,
 ,0.0258, ,4e-04, ,0.0252,
 ,0.0361, ,2e-04, ,0.0332,
 ,0.0187, ,6e-04, ,0.0196,
 ,0.1308, ,5e-04, ,0.0177,
 ,0.1062, ,5e-04, ,0.1062,
 ,0.2231, ,5e-04, ,0.2364,
 ,0.0194, ,3e-04, ,0.018,
 ,0.2761, ,2e-04, ,0.51,
 ,0.0187, ,4e-04, ,0.0194,
 ,0.0231, ,3e-04, ,0.021,
 ,0.0228, ,4e-04, ,0.0229,
 ,0.3835, ,4e-04, ,0.2997,
 ,0.0217, ,5e-04, ,0.021,
 ,0.0338, ,4e-04, ,0.1238,
 ,0.0189, ,5e-04, ,0.0182,
 ,0.0186, ,5e-04, ,0.019,
 ,0.2172, ,4e-04, ,0.1096,
 ,0.1644, ,6e-04, ,0.1839,
 ,0.0176, ,4e-04, ,0.0229,
 ,1.0393, ,3e-04, ,0.2342,
 ,0.022, ,3e-04, ,0.0244,
 ,0.0209, ,6e-04, ,0.0198,
 ,0.023, ,5e-04, ,0.0221,
 ,0.4037, ,5e-04, ,0.3173,
 ,0.0276, ,3e-04, ,0.0288,
 ,0.0362, ,3e-04, ,0.0321,
 ,0.0182, ,4e-04, ,0.021,
 ,0.0184, ,5e-04, ,0.0186,
 ,0.1025, ,4e-04, ,0.131,
 ,0.2746, ,6e-04, ,0.1459,
 ,0.0187, ,4e-04, ,0.0191,
 ,0.6594, ,2e-04, ,0.2801,
 ,0.0196, ,3e-04, ,0.0189,
 ,0.0221, ,3e-04, ,0.0213,
 ,0.0252, ,6e-04, ,0.0224,
 ,0.406, ,4e-04, ,0.3904,
 ,0.0293, ,3e-04, ,0.0215,
 ,0.0341, ,3e-04, ,0.0336,
 ,0.0207, ,4e-04, ,0.0203,
 ,0.0185, ,4e-04, ,0.0182,
 ,0.0997, ,4e-04, ,0.1265,
 ,0.202, ,5e-04, ,0.2343,
 ,0.0166, ,4e-04, ,0.0203,
 ,0.2833, ,3e-04, ,0.2347,
 ,0.0172, ,5e-04, ,0.018,
 ,0.0204, ,5e-04, ,0.0224,
 ,0.0214, ,5e-04, ,0.0227,
 ,0.3926, ,5e-04, ,0.3185,
 ,0.0221, ,5e-04, ,0.02,
 ,0.0367, ,7e-04, ,0.0329,
 ,0.0229, ,7e-04, ,0.0194,
 ,0.0197, ,5e-04, ,0.0184,
 ,0.2975, ,4e-04, ,0.2023,
 ,0.2008, ,3e-04, ,0.1761,
 ,0.0167, ,3e-04, ,0.0219,
 ,0.2915, ,2e-04, ,0.2342,
 ,0.0177, ,3e-04, ,0.0207,
 ,0.0215, ,4e-04, ,0.0209,
 ,0.0222, ,4e-04, ,0.0225,
 ,0.8347, ,3e-04, ,0.3034,
 ,0.0303, ,4e-04, ,0.0228,
 ,0.0351, ,3e-04, ,0.0324,
 ,0.0204, ,6e-04, ,0.0191,
 ,0.0189, ,5e-04, ,0.0178,
 ,0.0996, ,5e-04, ,0.1312,
 ,0.256, ,6e-04, ,0.1466,
 ,0.0167, ,2e-04, ,0.0173,
 ,0.2628, ,2e-04, ,0.8361,
 ,0.0175, ,4e-04, ,0.0216,
 ,0.0201, ,3e-04, ,0.0201,
 ,0.021, ,7e-04, ,0.0209,
 ,0.3586, ,4e-04, ,0.3994,
 ,0.0194, ,3e-04, ,0.0623,
 ,0.1197, ,2e-04, ,0.0326,
 ,0.0217, ,4e-04, ,0.0196,
 ,0.03, ,4e-04, ,0.0273,
 ,0.1008, ,5e-04, ,0.1167,
 ,0.1952, ,5e-04, ,0.188,
 ,0.0202, ,3e-04, ,0.0265,
 ,0.3706, ,3e-04, ,0.3043,
 ,0.0202, ,5e-04, ,0.0188,
 ,0.0238, ,4e-04, ,0.0199,
 ,0.0238, ,6e-04, ,0.0217,
 ,0.4081, ,5e-04, ,0.3321,
 ,0.0227, ,4e-04, ,0.019,
 ,0.0328, ,2e-04, ,0.0332,
 ,0.0185, ,5e-04, ,0.0193,
 ,0.0189, ,5e-04, ,0.0182,
 ,0.1686, ,4e-04, ,0.1946,
 ,0.1591, ,5e-04, ,0.1466,
 ,0.0163, ,3e-04, ,0.0197,
 ,0.2856, ,2e-04, ,0.2983,
 ,0.0177, ,5e-04, ,0.0183,
 ,0.0191, ,4e-04, ,0.021,
 ,0.0223, ,4e-04, ,0.0233,
 ,0.4053, ,3e-04, ,0.4077,
 ,0.0278, ,4e-04, ,0.0234,
 ,0.0336, ,2e-04, ,0.033,
 ,0.0247, ,5e-04, ,0.0352,
 ,0.0198, ,5e-04, ,0.0179,
 ,0.1041, ,5e-04, ,0.1062,
 ,0.2374, ,6e-04, ,0.58,
 ,0.0172, ,4e-04, ,0.0231,
 ,0.2685, ,4e-04, ,0.2471,
 ,0.0179, ,3e-04, ,0.0185,
 ,0.0214, ,4e-04, ,0.0187,
 ,0.0216, ,6e-04, ,0.0216,
 ,0.3511, ,3e-04, ,0.3225,
 ,0.0184, ,7e-04, ,0.0243,
 ,0.0358, ,4e-04, ,0.0321,
 ,0.0184, ,5e-04, ,0.0206,
 ,0.0182, ,5e-04, ,0.0177,
 ,0.2031, ,5e-04, ,0.106,
 ,0.1742, ,5e-04, ,0.173,
 ,0.0225, ,3e-04, ,0.0173,
 ,0.2708, ,3e-04, ,0.238,
 ,0.0205, ,6e-04, ,0.0172,
 ,0.0209, ,4e-04, ,0.0193,
 ,0.0206, ,4e-04, ,0.021,
 ,0.3216, ,3e-04, ,0.307,
 ,0.0212, ,4e-04, ,0.0255,
 ,0.0333, ,3e-04, ,0.0334,
 ,0.0186, ,4e-04, ,0.0187,
 ,0.0184, ,5e-04, ,0.0174,
 ,0.1876, ,4e-04, ,0.1682,
 ,0.1299, ,5e-04, ,0.1476,
 ,0.0175, ,3e-04, ,0.0171,
 ,0.2738, ,3e-04, ,0.2767,
 ,0.0574, ,4e-04, ,0.0176,
 ,0.0225, ,4e-04, ,0.0238,
 ,0.0221, ,6e-04, ,0.022,
 ,0.446, ,4e-04, ,0.4508,
 ,0.0281, ,4e-04, ,0.0563,
 ,0.0363, ,3e-04, ,0.2534,
 ,0.0217, ,3e-04, ,0.0206,
 ,0.0189, ,5e-04, ,0.0196,
 ,0.1082, ,4e-04, ,0.1311,
 ,0.2882, ,5e-04, ,0.2338,
 ,0.0194, ,3e-04, ,0.0185,
 ,0.3447, ,2e-04, ,0.4624,
 ,0.0255, ,3e-04, ,0.0179,
 ,0.071, ,5e-04, ,0.0204,
 ,0.0528, ,5e-04, ,0.0251,
 ,0.9056, ,4e-04, ,0.3449,
 ,0.0284, ,4e-04, ,0.0201,
 ,0.0424, ,2e-04, ,0.118,
 ,0.025, ,7e-04, ,0.0187,
 ,0.0209, ,5e-04, ,0.0194,
 ,0.2192, ,6e-04, ,0.1139,
 ,0.1866, ,7e-04, ,0.1982,
 ,0.0178, ,6e-04, ,0.0216,
 ,0.8133, ,5e-04, ,0.2396,
 ,0.0198, ,0.0014, ,0.0203,
 ,0.0206, ,6e-04, ,0.0192,
 ,0.0227, ,6e-04, ,0.0225,
 ,0.4626, ,7e-04, ,0.317,
 ,0.0267, ,5e-04, ,0.0238,
 ,0.0435, ,4e-04, ,0.0344,
 ,0.0187, ,6e-04, ,0.0194,
 ,0.0188, ,6e-04, ,0.0178,
 ,0.1195, ,5e-04, ,0.1291,
 ,0.3269, ,5e-04, ,0.146,
 ,0.0178, ,4e-04, ,0.0524,
 ,0.2749, ,3e-04, ,0.4675,
 ,0.018, ,3e-04, ,0.019,
 ,0.0207, ,4e-04, ,0.0212,
 ,0.023, ,6e-04, ,0.0212,
 ,0.4594, ,5e-04, ,0.37,
 ,0.0246, ,3e-04, ,0.0223,
 ,0.0409, ,2e-04, ,0.0334,
 ,0.0198, ,4e-04, ,0.0197,
 ,0.0194, ,5e-04, ,0.0187,
 ,0.118, ,6e-04, ,0.1066,
 ,0.246, ,7e-04, ,0.2285,
 ,0.0173, ,3e-04, ,0.0174,
 ,0.3972, ,5e-04, ,0.2243,
 ,0.0228, ,5e-04, ,0.0174,
 ,0.0223, ,7e-04, ,0.0206,
 ,0.0241, ,4e-04, ,0.0224,
 ,0.3475, ,4e-04, ,0.3829,
 ,0.0306, ,4e-04, ,0.0232,
 ,0.0374, ,2e-04, ,0.0354,
 ,0.019, ,3e-04, ,0.0192,
 ,0.0191, ,4e-04, ,0.0203,
 ,0.1537, ,4e-04, ,0.2096,
 ,0.1855, ,6e-04, ,0.1816,
 ,0.017, ,5e-04, ,0.0252,
 ,0.3691, ,4e-04, ,0.2389,
 ,0.0229, ,4e-04, ,0.0199,
 ,0.0214, ,4e-04, ,0.0198,
 ,0.0231, ,6e-04, ,0.0278,
 ,0.421, ,6e-04, ,0.3097,
 ,0.0278, ,4e-04, ,0.0269,
 ,0.0366, ,2e-04, ,0.2588,
 ,0.019, ,4e-04, ,0.0195,
 ,0.0187, ,5e-04, ,0.0177,
 ,0.1103, ,5e-04, ,0.1526,
 ,0.2984, ,6e-04, ,0.1319,
 ,0.0176, ,3e-04, ,0.0172,
 ,0.2858, ,2e-04, ,0.2399,
 ,0.0183, ,4e-04, ,0.0168,
 ,0.0204, ,3e-04, ,0.0197,
 ,0.0238, ,6e-04, ,0.0239,
 ,0.6312, ,5e-04, ,0.3744,
 ,0.0211, ,5e-04, ,0.0227,
 ,0.1252, ,3e-04, ,0.0322,
 ,0.0183, ,8e-04, ,0.0196,
 ,0.0188, ,8e-04, ,0.0178,
 ,0.1038, ,5e-04, ,0.0981,
 ,0.2008, ,5e-04, ,0.2135,
 ,0.02, ,4e-04, ,0.0196,
 ,0.4991, ,4e-04, ,0.2418,
 ,0.026, ,3e-04, ,0.0173,
 ,0.0208, ,4e-04, ,0.0209,
 ,0.0232, ,5e-04, ,0.021,
 ,0.339, ,3e-04, ,0.3252,
 ,0.0225, ,3e-04, ,0.0226,
 ,0.0357, ,3e-04, ,0.0305,
 ,0.0185, ,6e-04, ,0.0203,
 ,0.0182, ,4e-04, ,0.0177,
 ,0.1799, ,5e-04, ,0.1947,
 ,0.1726, ,6e-04, ,0.1267,
 ,0.0169, ,4e-04, ,0.0196,
 ,0.7241, ,3e-04, ,0.2807,
 ,0.019, ,4e-04, ,0.0179,
 ,0.0201, ,4e-04, ,0.0207,
 ,0.0217, ,4e-04, ,0.0214,
 ,0.3878, ,4e-04, ,0.3841,
 ,0.026, ,6e-04, ,0.025,
 ,0.0337, ,2e-04, ,0.0311,
 ,0.0205, ,6e-04, ,0.0252,
 ,0.0191, ,5e-04, ,0.0271,
 ,0.0981, ,5e-04, ,0.1121,
 ,0.2393, ,5e-04, ,0.2383,
 ,0.0207, ,3e-04, ,0.0183,
 ,0.2521, ,3e-04, ,0.2702,
 ,0.0814, ,4e-04, ,0.0214,
 ,0.0734, ,6e-04, ,0.0212,
 ,0.0225, ,5e-04, ,0.0218,
 ,0.3512, ,4e-04, ,0.4094,
 ,0.0208, ,4e-04, ,0.0242,
 ,0.0378, ,2e-04, ,0.0326,
 ,0.0186, ,5e-04, ,0.0195,
 ,0.0187, ,5e-04, ,0.0188,
 ,0.2125, ,4e-04, ,0.1005,
 ,0.2049, ,3e-04, ,0.2084,
 ,0.022, ,4e-04, ,0.018,
 ,0.291, ,3e-04, ,0.2127,
 ,0.0185, ,3e-04, ,0.0176,
 ,0.0235, ,3e-04, ,0.0228,
 ,0.0228, ,5e-04, ,0.0214,
 ,0.3243, ,3e-04, ,0.3339,
 ,0.0202, ,3e-04, ,0.0272,
 ,0.035, ,3e-04, ,0.032,
 ,0.0216, ,5e-04, ,0.0242,
 ,0.0191, ,4e-04, ,0.0184,
 ,0.1579, ,5e-04, ,0.3647,
 ,0.1492, ,5e-04, ,0.1362,
 ,0.0164, ,4e-04, ,0.0199,
 ,0.2493, ,4e-04, ,0.288,
 ,0.0174, ,3e-04, ,0.0176,
 ,0.02, ,3e-04, ,0.0191,
 ,0.0216, ,5e-04, ,0.0219,
 ,0.3644, ,3e-04, ,0.3962,
 ,0.028, ,4e-04, ,0.0199,
 ,0.0319, ,2e-04, ,0.0319,
 ,0.0201, ,4e-04, ,0.0197,
 ,0.0189, ,4e-04, ,0.0178,
 ,0.0981, ,5e-04, ,0.0973,
 ,0.2188, ,6e-04, ,0.228,
 ,0.0179, ,4e-04, ,0.0178,
 ,0.2582, ,3e-04, ,0.255,
 ,0.0174, ,3e-04, ,0.0181,
 ,0.0201, ,8e-04, ,0.0206,
 ,0.0214, ,5e-04, ,0.021,
 ,0.3227, ,4e-04, ,0.3398,
 ,0.0226, ,4e-04, ,0.0224,
 ,0.0326, ,3e-04, ,0.1263,
 ,0.0179, ,5e-04, ,0.0173,
 ,0.0179, ,4e-04, ,0.0187,
 ,0.2215, ,4e-04, ,0.1595,
 ,0.149, ,3e-04, ,0.2028,
 ,0.016, ,3e-04, ,0.0201,
 ,0.5029, ,3e-04, ,0.2696,
 ,0.0219, ,3e-04, ,0.0379,
 ,0.0275, ,5e-04, ,0.0234,
 ,0.0223, ,4e-04, ,0.057,
 ,0.3856, ,4e-04, ,0.671,
 ,0.0201, ,4e-04, ,0.0304,
 ,0.0339, ,3e-04, ,0.041,
 ,0.0192, ,4e-04, ,0.0215,
 ,0.0185, ,5e-04, ,0.0216,
 ,0.1011, ,4e-04, ,0.2389,
 ,0.2646, ,5e-04, ,0.1827,
 ,0.0166, ,4e-04, ,0.0192,
 ,0.2668, ,3e-04, ,0.3547,
 ,0.0176, ,5e-04, ,0.0251,
 ,0.0187, ,5e-04, ,0.0238,
 ,0.0212, ,5e-04, ,0.0218,
 ,0.3491, ,3e-04, ,0.479,
 ,0.0223, ,6e-04, ,0.0228,
 ,0.0336, ,6e-04, ,0.0358,
 ,0.0176, ,4e-04, ,0.0209,
 ,0.0223, ,7e-04, ,0.0187,
 ,0.1077, ,6e-04, ,0.1181,
 ,0.1854, ,4e-04, ,0.2479,
 ,0.0179, ,3e-04, ,0.0182,
 ,0.2617, ,3e-04, ,0.2775,
 ,0.0174, ,3e-04, ,0.0171,
 ,0.02, ,4e-04, ,0.0198,
 ,0.022, ,5e-04, ,0.0246,
 ,0.3272, ,4e-04, ,0.3706,
 ,0.0191, ,4e-04, ,0.0313,
 ,0.0333, ,1e-04, ,0.2598,
 ,0.023, ,5e-04, ,0.0201,
 ,0.0186, ,5e-04, ,0.0186,
 ,0.3794, ,4e-04, ,0.2034,
 ,0.4973, ,6e-04, ,0.1915,
 ,0.0186, ,3e-04, ,0.021,
 ,0.319, ,3e-04, ,0.2264,
 ,0.0189, ,3e-04, ,0.0202,
 ,0.0194, ,4e-04, ,0.02,
 ,0.0223, ,7e-04, ,0.0216,
 ,0.4293, ,5e-04, ,0.3852,
 ,0.0267, ,4e-04, ,0.0937,
 ,0.0342, ,3e-04, ,0.0384,
 ,0.0194, ,4e-04, ,0.0239,
 ,0.0182, ,6e-04, ,0.0203,
 ,0.1012, ,4e-04, ,0.2042,
 ,0.2496, ,3e-04, ,0.1578,
 ,0.0171, ,4e-04, ,0.0255,
 ,0.3241, ,2e-04, ,0.3002,
 ,0.0194, ,4e-04, ,0.0192,
 ,0.0205, ,3e-04, ,0.0199,
 ,0.0697, ,7e-04, ,0.0212,
 ,0.3377, ,5e-04, ,0.4331,
 ,0.0195, ,5e-04, ,0.0235,
 ,0.1088, ,0.0022, ,0.0336,
 ,0.017, ,4e-04, ,0.0205,
 ,0.018, ,5e-04, ,0.0186,
 ,0.1086, ,4e-04, ,0.1066,
 ,0.1833, ,5e-04, ,0.2606,
 ,0.0187, ,3e-04, ,0.0185,
 ,0.3288, ,2e-04, ,0.2319,
 ,0.0224, ,3e-04, ,0.0169,
 ,0.0706, ,3e-04, ,0.0246,
 ,0.0241, ,5e-04, ,0.022,
 ,0.3813, ,4e-04, ,0.8329,
 ,0.0212, ,4e-04, ,0.0217,
 ,0.0305, ,3e-04, ,0.0331,
 ,0.0179, ,4e-04, ,0.0193,
 ,0.0228, ,5e-04, ,0.0183,
 ,0.1683, ,4e-04, ,0.1857,
 ,0.1429, ,5e-04, ,0.1426,
 ,0.0165, ,2e-04, ,0.0198,
 ,0.5204, ,2e-04, ,0.2936,
 ,0.0189, ,3e-04, ,0.0182,
 ,0.0196, ,3e-04, ,0.0197,
 ,0.0207, ,5e-04, ,0.0212,
 ,0.4005, ,5e-04, ,0.399,
 ,0.025, ,4e-04, ,0.0249,
 ,0.032, ,3e-04, ,0.0312,
 ,0.0189, ,5e-04, ,0.0205,
 ,0.0183, ,5e-04, ,0.018,
 ,0.0963, ,4e-04, ,0.0967,
 ,0.2341, ,5e-04, ,0.2352,
 ,0.0169, ,6e-04, ,0.0183,
 ,0.2702, ,6e-04, ,0.2519,
 ,0.0185, ,3e-04, ,0.0191,
 ,0.0191, ,4e-04, ,0.0221,
 ,0.0236, ,4e-04, ,0.0213,
 ,0.3439, ,5e-04, ,0.554,
 ,0.0228, ,4e-04, ,0.0263,
 ,0.0334, ,0.0019, ,0.0334,
 ,0.0201, ,5e-04, ,0.0208,
 ,0.0197, ,5e-04, ,0.0187,
 ,0.1258, ,4e-04, ,0.1019,
 ,0.1746, ,6e-04, ,0.2078,
 ,0.0229, ,3e-04, ,0.02,
 ,0.6464, ,3e-04, ,0.2237,
 ,0.0239, ,2e-04, ,0.019,
 ,0.0266, ,3e-04, ,0.0196,
 ,0.0288, ,5e-04, ,0.0211,
 ,0.3283, ,4e-04, ,0.3195,
 ,0.0257, ,4e-04, ,0.0246,
 ,0.0358, ,2e-04, ,0.032,
 ,0.0195, ,5e-04, ,0.0201,
 ,0.0185, ,5e-04, ,0.0182,
 ,0.1289, ,4e-04, ,0.1765,
 ,0.1459, ,5e-04, ,0.1388,
 ,0.0166, ,5e-04, ,0.0201,
 ,0.2701, ,2e-04, ,0.294,
 ,0.018, ,3e-04, ,0.021,
 ,0.0215, ,3e-04, ,0.0216,
 ,0.0214, ,3e-04, ,0.0221,
 ,0.3806, ,4e-04, ,0.4,
 ,0.0256, ,3e-04, ,0.0213,
 ,0.034, ,3e-04, ,0.0324,
 ,0.0184, ,6e-04, ,0.0197,
 ,0.0181, ,5e-04, ,0.0187,
 ,0.0982, ,6e-04, ,0.0969,
 ,0.219, ,5e-04, ,0.232,
 ,0.0169, ,2e-04, ,0.0258,
 ,0.2613, ,3e-04, ,0.42,
 ,0.0175, ,3e-04, ,0.0208,
 ,0.0271, ,4e-04, ,0.023,
 ,0.0281, ,6e-04, ,0.0213,
 ,0.9345, ,4e-04, ,0.3294,
 ,0.0215, ,4e-04, ,0.0256,
 ,0.0337, ,2e-04, ,0.1225,
 ,0.0234, ,6e-04, ,0.0176,
 ,0.0186, ,5e-04, ,0.0183,
 ,0.199, ,5e-04, ,0.0964,
 ,0.1485, ,6e-04, ,0.1621,
 ,0.0165, ,3e-04, ,0.0245,
 ,0.6914, ,2e-04, ,0.2469,
 ,0.019, ,4e-04, ,0.0229,
 ,0.0208, ,3e-04, ,0.0212,
 ,0.0235, ,5e-04, ,0.0223,
 ,0.3691, ,3e-04, ,0.31,
 ,0.0257, ,4e-04, ,0.0239,
 ,0.0327, ,3e-04, ,0.0315,
 ,0.0181, ,5e-04, ,0.0184,
 ,0.0211, ,5e-04, ,0.0177,
 ,0.097, ,5e-04, ,0.1615,
 ,0.2433, ,5e-04, ,0.1297,
 ,0.0168, ,3e-04, ,0.0251,
 ,0.2408, ,3e-04, ,0.2901,
 ,0.0175, ,3e-04, ,0.0176,
 ,0.0237, ,3e-04, ,0.0191,
 ,0.0224, ,5e-04, ,0.022,
 ,0.4378, ,4e-04, ,0.3973,
 ,0.0241, ,5e-04, ,0.062,
 ,0.3187, ,3e-04, ,0.295,
 ,0.0193, ,4e-04, ,0.0204,
 ,0.0195, ,5e-04, ,0.0195,
 ,0.0992, ,4e-04, ,0.1034,
 ,0.1888, ,5e-04, ,0.2445,
 ,0.0169, ,3e-04, ,0.0181,
 ,0.2703, ,3e-04, ,0.232,
 ,0.0184, ,5e-04, ,0.0184,
 ,0.0206, ,4e-04, ,0.019,
 ,0.0293, ,5e-04, ,0.0208,
 ,0.3335, ,4e-04, ,0.3108,
 ,0.0242, ,4e-04, ,0.0185,
 ,0.0337, ,3e-04, ,0.0305,
 ,0.0195, ,3e-04, ,0.0223,
 ,0.0187, ,5e-04, ,0.018,
 ,0.1939, ,4e-04, ,0.1955,
 ,0.1494, ,6e-04, ,0.1628,
 ,0.0173, ,3e-04, ,0.0284,
 ,0.4207, ,3e-04, ,0.2136,
 ,0.0295, ,3e-04, ,0.0195,
 ,0.0209, ,3e-04, ,0.0195,
 ,0.0214, ,4e-04, ,0.0214,
 ,0.4302, ,3e-04, ,0.3104,
 ,0.0217, ,3e-04, ,0.0229,
 ,0.0339, ,3e-04, ,0.0306,
 ,0.0196, ,7e-04, ,0.0195,
 ,0.0188, ,7e-04, ,0.018,
 ,0.1004, ,4e-04, ,0.1702,
 ,0.2535, ,6e-04, ,0.1298,
 ,0.0178, ,2e-04, ,0.0193,
 ,0.4098, ,5e-04, ,0.2684,
 ,0.0544, ,5e-04, ,0.0184,
 ,0.0204, ,3e-04, ,0.0204,
 ,0.0226, ,5e-04, ,0.0213,
 ,0.3614, ,5e-04, ,0.4162,
 ,0.0207, ,4e-04, ,0.0205,
 ,0.1273, ,2e-04, ,0.0306,
 ,0.0172, ,8e-04, ,0.0258,
 ,0.0183, ,5e-04, ,0.0176,
 ,0.0989, ,4e-04, ,0.0972,
 ,0.2103, ,4e-04, ,0.2107,
 ,0.0185, ,5e-04, ,0.0182,
 ,0.2618, ,2e-04, ,0.2448,
 ,0.0178, ,5e-04, ,0.0177,
 ,0.0238, ,6e-04, ,0.0272,
 ,0.0237, ,4e-04, ,0.0225,
 ,0.3771, ,4e-04, ,0.32,
 ,0.0262, ,4e-04, ,0.0188,
 ,0.0352, ,2e-04, ,0.0311,
 ,0.0201, ,4e-04, ,0.02,
 ,0.0197, ,5e-04, ,0.0181,
 ,0.1731, ,4e-04, ,0.1899,
 ,0.1477, ,4e-04, ,0.1359,
 ,0.0173, ,3e-04, ,0.0176,
 ,0.2835, ,3e-04, ,0.298,
 ,0.019, ,4e-04, ,0.018,
 ,0.0255, ,6e-04, ,0.0204,
 ,0.0272, ,3e-04, ,0.0215,
 ,0.4288, ,4e-04, ,0.4041,
 ,0.0283, ,3e-04, ,0.0216,
 ,0.3129, ,2e-04, ,0.0318,
 ,0.0188, ,3e-04, ,0.0195,
 ,0.0189, ,4e-04, ,0.0192,
 ,0.1006, ,7e-04, ,0.0976,
 ,0.2464, ,6e-04, ,0.3552,
 ,0.0177, ,5e-04, ,0.0184,
 ,0.2614, ,3e-04, ,0.2604,
 ,0.0178, ,5e-04, ,0.0267,
 ,0.0209, ,5e-04, ,0.0191,
 ,0.0225, ,8e-04, ,0.0216,
 ,0.3338, ,4e-04, ,0.4377,
 ,0.0189, ,4e-04, ,0.0239,
 ,0.0338, ,2e-04, ,0.0307,
 ,0.0181, ,4e-04, ,0.0241,
 ,0.0188, ,4e-04, ,0.0177,
 ,0.2266, ,4e-04, ,0.1002,
 ,0.1805, ,6e-04, ,0.2036,
 ,0.0216, ,4e-04, ,0.0185,
 ,0.2764, ,2e-04, ,0.2242,
 ,0.018, ,4e-04, ,0.0178,
 ,0.0194, ,4e-04, ,0.0207,
 ,0.0207, ,5e-04, ,0.0215,
 ,0.3156, ,4e-04, ,0.3099,
 ,0.0229, ,4e-04, ,0.0217,
 ,0.0339, ,3e-04, ,0.0309,
 ,0.018, ,3e-04, ,0.0223,
 ,0.0183, ,4e-04, ,0.0191,
 ,0.1714, ,4e-04, ,0.1829,
 ,0.131, ,6e-04, ,0.1306,
 ,0.0171, ,3e-04, ,0.0192,
 ,0.6753, ,3e-04, ,0.2914,
 ,0.0185, ,3e-04, ,0.0181,
 ,0.0193, ,6e-04, ,0.0206,
 ,0.0225, ,4e-04, ,0.0235,
 ,0.4966, ,5e-04, ,0.3942,
 ,0.0245, ,3e-04, ,0.0603,
 ,0.0329, ,3e-04, ,0.33,
 ,0.0209, ,5e-04, ,0.0237,
 ,0.0197, ,5e-04, ,0.0235,
 ,0.1013, ,6e-04, ,0.1016,
 ,0.2251, ,5e-04, ,0.2402,
 ,0.0181, ,3e-04, ,0.0182,
 ,0.2715, ,2e-04, ,0.2496,
 ,0.0186, ,3e-04, ,0.0182,
 ,0.0196, ,5e-04, ,0.02,
 ,0.0213, ,4e-04, ,0.0207,
 ,0.3394, ,4e-04, ,0.3232,
 ,0.0192, ,4e-04, ,0.019,
 ,0.0341, ,3e-04, ,0.1299,
 ,0.0235, ,3e-04, ,0.019,
 ,0.0185, ,5e-04, ,0.0189,
 ,0.2035, ,4e-04, ,0.1003,
 ,0.1509, ,5e-04, ,0.1631,
 ,0.0169, ,4e-04, ,0.0245,
 ,0.2807, ,2e-04, ,0.2269,
 ,0.0212, ,3e-04, ,0.0211,
 ,0.0201, ,4e-04, ,0.0209,
 ,0.0218, ,5e-04, ,0.0214,
 ,0.3889, ,4e-04, ,0.3146,
 ,0.0227, ,4e-04, ,0.0215,
 ,0.2703, ,2e-04, ,0.0308,
 ,0.0182, ,4e-04, ,0.0199,
 ,0.019, ,5e-04, ,0.0184,
 ,0.0982, ,4e-04, ,0.1834,
 ,0.2507, ,5e-04, ,0.1304,
 ,0.0172, ,3e-04, ,0.019,
 ,0.2607, ,4e-04, ,0.2042,
 ,0.0181, ,3e-04, ,0.0181,
 ,0.0216, ,4e-04, ,0.0204,
 ,0.0216, ,5e-04, ,0.022,
 ,0.3466, ,5e-04, ,0.9586,
 ,0.0239, ,4e-04, ,0.0237,
 ,0.0338, ,3e-04, ,0.0317,
 ,0.02, ,6e-04, ,0.0192,
 ,0.0186, ,6e-04, ,0.0281,
 ,0.1017, ,5e-04, ,0.097,
 ,0.2207, ,5e-04, ,0.216,
 ,0.0188, ,6e-04, ,0.0186,
 ,0.2417, ,6e-04, ,0.2423,
 ,0.0176, ,6e-04, ,0.0181,
 ,0.0191, ,6e-04, ,0.023,
 ,0.0208, ,6e-04, ,0.0219,
 ,0.3248, ,5e-04, ,0.4713,
 ,0.0851, ,5e-04, ,0.0216,
 ,0.0348, ,5e-04, ,0.0334,
 ,0.0199, ,6e-04, ,0.0201,
 ,0.0229, ,9e-04, ,0.0186,
 ,0.1762, ,5e-04, ,0.2764,
 ,0.1547, ,4e-04, ,0.1817,
 ,0.0187, ,3e-04, ,0.0238,
 ,0.855, ,3e-04, ,0.2167,
 ,0.0203, ,4e-04, ,0.022,
 ,0.0206, ,4e-04, ,0.022,
 ,0.0253, ,7e-04, ,0.021,
 ,0.4432, ,5e-04, ,0.3194,
 ,0.025, ,5e-04, ,0.0276,
 ,0.035, ,3e-04, ,0.0327,
 ,0.0191, ,5e-04, ,0.0197,
 ,0.0185, ,4e-04, ,0.018,
 ,0.1065, ,6e-04, ,0.1195,
 ,0.2737, ,6e-04, ,0.1327,
 ,0.0174, ,6e-04, ,0.0169,
 ,0.2601, ,5e-04, ,0.2547,
 ,0.018, ,4e-04, ,0.0175,
 ,0.0214, ,5e-04, ,0.0227,
 ,0.0222, ,5e-04, ,0.0218,
