Arbrook,Model Switch Time,BGFX,Model Switch Time,Native,Model Switch Time,
 ,0.021, ,3e-04, ,0.0173,
 ,0.0224, ,4e-04, ,0.0197,
 ,0.0222, ,5e-04, ,0.0221,
 ,0.3758, ,4e-04, ,0.3196,
 ,0.0203, ,4e-04, ,0.0189,
 ,0.1787, ,2e-04, ,0.1273,
 ,0.0266, ,7e-04, ,0.018,
 ,0.0253, ,5e-04, ,0.0176,
 ,0.2072, ,5e-04, ,0.1054,
 ,0.1693, ,4e-04, ,0.308,
 ,0.0177, ,3e-04, ,0.0185,
 ,0.8794, ,3e-04, ,0.4419,
 ,0.0198, ,3e-04, ,0.0235,
 ,0.0199, ,3e-04, ,0.0218,
 ,0.0221, ,5e-04, ,0.0217,
 ,0.4165, ,3e-04, ,0.3088,
 ,0.0254, ,4e-04, ,0.1829,
 ,0.0356, ,2e-04, ,0.0321,
 ,0.0184, ,3e-04, ,0.0201,
 ,0.0182, ,4e-04, ,0.0187,
 ,0.1038, ,6e-04, ,0.1642,
 ,0.2721, ,7e-04, ,0.1476,
 ,0.0175, ,5e-04, ,0.0177,
 ,0.2514, ,3e-04, ,0.2642,
 ,0.0183, ,5e-04, ,0.0228,
 ,0.0213, ,4e-04, ,0.0216,
 ,0.0235, ,5e-04, ,0.0295,
 ,0.3636, ,4e-04, ,0.4175,
 ,0.0253, ,4e-04, ,0.0288,
 ,0.032, ,0.002, ,0.0421,
 ,0.0205, ,7e-04, ,0.0195,
 ,0.0184, ,4e-04, ,0.0196,
 ,0.1085, ,5e-04, ,0.1347,
 ,0.2285, ,5e-04, ,0.2345,
 ,0.018, ,3e-04, ,0.0188,
 ,0.6273, ,3e-04, ,0.2609,
 ,0.0188, ,4e-04, ,0.0192,
 ,0.02, ,3e-04, ,0.021,
 ,0.0235, ,5e-04, ,0.0221,
 ,0.3478, ,4e-04, ,0.559,
 ,0.0258, ,4e-04, ,0.0215,
 ,0.0365, ,2e-04, ,0.0338,
 ,0.019, ,6e-04, ,0.0212,
 ,0.019, ,6e-04, ,0.0181,
 ,0.2021, ,5e-04, ,0.2114,
 ,0.1475, ,4e-04, ,0.1852,
 ,0.0237, ,4e-04, ,0.0232,
 ,0.3014, ,3e-04, ,0.2364,
 ,0.0184, ,4e-04, ,0.0205,
 ,0.0208, ,3e-04, ,0.0202,
 ,0.0216, ,5e-04, ,0.0219,
 ,0.3877, ,4e-04, ,0.3149,
 ,0.027, ,4e-04, ,0.0243,
 ,0.0375, ,2e-04, ,0.0335,
 ,0.0197, ,4e-04, ,0.0225,
 ,0.0196, ,5e-04, ,0.0186,
 ,0.1001, ,5e-04, ,0.173,
 ,0.258, ,6e-04, ,0.1445,
 ,0.0173, ,4e-04, ,0.0171,
 ,0.2598, ,5e-04, ,0.2581,
 ,0.0178, ,4e-04, ,0.0176,
 ,0.0205, ,4e-04, ,0.022,
 ,0.0213, ,5e-04, ,0.0214,
 ,0.5723, ,4e-04, ,0.3297,
 ,0.0206, ,4e-04, ,0.0237,
 ,0.1231, ,2e-04, ,0.0319,
 ,0.0174, ,5e-04, ,0.021,
 ,0.0198, ,4e-04, ,0.0183,
 ,0.1045, ,5e-04, ,0.1092,
 ,0.1894, ,5e-04, ,0.224,
 ,0.0196, ,4e-04, ,0.0248,
 ,0.2579, ,3e-04, ,0.2765,
 ,0.0181, ,5e-04, ,0.018,
 ,0.0245, ,2e-04, ,0.021,
 ,0.0223, ,5e-04, ,0.0226,
 ,0.3565, ,5e-04, ,0.7516,
 ,0.024, ,5e-04, ,0.0232,
 ,0.0355, ,5e-04, ,0.0922,
 ,0.0193, ,6e-04, ,0.0207,
 ,0.019, ,6e-04, ,0.0196,
 ,0.164, ,5e-04, ,0.203,
 ,0.1472, ,5e-04, ,0.1672,
 ,0.0166, ,5e-04, ,0.0187,
 ,0.2873, ,5e-04, ,0.3278,
 ,0.0174, ,6e-04, ,0.0185,
 ,0.0184, ,5e-04, ,0.0219,
 ,0.0205, ,6e-04, ,0.0237,
 ,0.3779, ,8e-04, ,0.4227,
 ,0.0202, ,6e-04, ,0.025,
 ,0.0331, ,2e-04, ,0.0346,
 ,0.0202, ,6e-04, ,0.0209,
 ,0.0187, ,4e-04, ,0.0179,
 ,0.3119, ,6e-04, ,0.114,
 ,0.6306, ,5e-04, ,0.2667,
 ,0.0195, ,4e-04, ,0.0185,
 ,0.2373, ,3e-04, ,0.2552,
 ,0.0187, ,3e-04, ,0.0184,
 ,0.0205, ,3e-04, ,0.0227,
 ,0.023, ,5e-04, ,0.0279,
 ,0.36, ,3e-04, ,0.4678,
 ,0.0202, ,3e-04, ,0.0585,
 ,0.036, ,2e-04, ,0.2475,
 ,0.019, ,5e-04, ,0.0204,
 ,0.0193, ,4e-04, ,0.0187,
 ,0.2068, ,5e-04, ,0.1091,
 ,0.2411, ,8e-04, ,0.1888,
 ,0.0191, ,5e-04, ,0.0179,
 ,0.2447, ,5e-04, ,0.2278,
 ,0.0186, ,5e-04, ,0.0177,
 ,0.0213, ,3e-04, ,0.0193,
 ,0.0214, ,4e-04, ,0.0224,
 ,0.3424, ,4e-04, ,0.3124,
 ,0.0203, ,4e-04, ,0.0237,
 ,0.0336, ,3e-04, ,0.0334,
 ,0.0195, ,4e-04, ,0.0197,
 ,0.0192, ,4e-04, ,0.0177,
 ,0.1597, ,5e-04, ,0.3611,
 ,0.147, ,6e-04, ,0.1432,
 ,0.0189, ,3e-04, ,0.0172,
 ,0.3007, ,3e-04, ,0.3124,
 ,0.0196, ,3e-04, ,0.0176,
 ,0.0205, ,3e-04, ,0.0189,
 ,0.0236, ,5e-04, ,0.0209,
 ,0.3605, ,4e-04, ,0.4129,
 ,0.0288, ,5e-04, ,0.0217,
 ,0.0323, ,2e-04, ,0.0416,
 ,0.0191, ,5e-04, ,0.0223,
 ,0.0188, ,6e-04, ,0.019,
 ,0.0987, ,5e-04, ,0.1168,
 ,0.2162, ,4e-04, ,0.2642,
 ,0.0168, ,3e-04, ,0.0525,
 ,0.2514, ,3e-04, ,0.5226,
 ,0.0172, ,5e-04, ,0.0234,
 ,0.0198, ,4e-04, ,0.0215,
 ,0.0205, ,4e-04, ,0.0226,
 ,0.3284, ,4e-04, ,0.3464,
 ,0.0184, ,4e-04, ,0.0209,
 ,0.0339, ,3e-04, ,0.1257,
 ,0.0188, ,5e-04, ,0.0177,
 ,0.0185, ,4e-04, ,0.0203,
 ,0.2056, ,5e-04, ,0.1101,
 ,0.1493, ,4e-04, ,0.1808,
 ,0.016, ,3e-04, ,0.0217,
 ,0.3859, ,3e-04, ,0.2454,
 ,0.0199, ,4e-04, ,0.0218,
 ,0.0214, ,3e-04, ,0.0198,
 ,0.0216, ,5e-04, ,0.0213,
 ,0.3819, ,3e-04, ,0.3414,
 ,0.0255, ,4e-04, ,0.0485,
 ,0.0356, ,3e-04, ,0.0327,
 ,0.0185, ,6e-04, ,0.0193,
 ,0.0268, ,5e-04, ,0.0175,
 ,0.3999, ,5e-04, ,0.1297,
 ,0.2683, ,3e-04, ,0.1507,
 ,0.0176, ,3e-04, ,0.0182,
 ,0.2407, ,2e-04, ,0.2626,
 ,0.0179, ,3e-04, ,0.0175,
 ,0.0196, ,4e-04, ,0.0215,
 ,0.0217, ,5e-04, ,0.022,
 ,0.3842, ,5e-04, ,0.3729,
 ,0.023, ,5e-04, ,0.0222,
 ,0.031, ,2e-04, ,0.0331,
 ,0.0208, ,6e-04, ,0.0227,
 ,0.0195, ,4e-04, ,0.0184,
 ,0.1028, ,6e-04, ,0.1074,
 ,0.1909, ,6e-04, ,0.2353,
 ,0.0169, ,6e-04, ,0.0184,
 ,0.2625, ,2e-04, ,0.2428,
 ,0.0179, ,5e-04, ,0.0176,
 ,0.02, ,3e-04, ,0.0233,
 ,0.0212, ,4e-04, ,0.0232,
 ,0.3273, ,5e-04, ,0.3085,
 ,0.0201, ,4e-04, ,0.0198,
 ,0.0343, ,3e-04, ,0.032,
 ,0.0184, ,4e-04, ,0.0244,
 ,0.0185, ,4e-04, ,0.0197,
 ,0.2168, ,4e-04, ,0.2256,
 ,0.1455, ,4e-04, ,0.1859,
 ,0.0164, ,2e-04, ,0.0222,
 ,0.2819, ,3e-04, ,0.2393,
 ,0.0181, ,6e-04, ,0.0206,
 ,0.0266, ,3e-04, ,0.0209,
 ,0.0211, ,4e-04, ,0.0216,
 ,0.3822, ,3e-04, ,0.3388,
 ,0.0196, ,3e-04, ,0.2205,
 ,0.0327, ,2e-04, ,0.034,
 ,0.0181, ,4e-04, ,0.0204,
 ,0.018, ,3e-04, ,0.018,
 ,0.1066, ,7e-04, ,0.1392,
 ,0.2412, ,4e-04, ,0.1508,
 ,0.0173, ,6e-04, ,0.0175,
 ,0.3524, ,5e-04, ,0.2559,
 ,0.0212, ,5e-04, ,0.0181,
 ,0.0225, ,2e-04, ,0.0193,
 ,0.0238, ,6e-04, ,0.0212,
 ,0.3301, ,4e-04, ,0.3724,
 ,0.0202, ,4e-04, ,0.0214,
 ,0.125, ,3e-04, ,0.0336,
 ,0.0186, ,9e-04, ,0.0188,
 ,0.0185, ,4e-04, ,0.0182,
 ,0.102, ,5e-04, ,0.1149,
 ,0.1942, ,4e-04, ,0.207,
 ,0.0209, ,3e-04, ,0.0223,
 ,0.2703, ,2e-04, ,0.2411,
 ,0.0188, ,3e-04, ,0.0179,
 ,0.0201, ,3e-04, ,0.02,
 ,0.022, ,6e-04, ,0.0212,
 ,0.3248, ,4e-04, ,0.3096,
 ,0.0208, ,3e-04, ,0.0198,
 ,0.0336, ,2e-04, ,0.0322,
 ,0.0195, ,3e-04, ,0.0205,
 ,0.0495, ,4e-04, ,0.0189,
 ,0.1686, ,5e-04, ,0.1931,
 ,0.1439, ,3e-04, ,0.1427,
 ,0.0169, ,2e-04, ,0.0461,
 ,0.3066, ,3e-04, ,0.3907,
 ,0.0181, ,3e-04, ,0.0185,
 ,0.0206, ,3e-04, ,0.0209,
 ,0.0213, ,3e-04, ,0.0291,
 ,0.3761, ,4e-04, ,0.3993,
 ,0.0247, ,4e-04, ,0.0251,
 ,0.0346, ,3e-04, ,0.0324,
 ,0.0191, ,4e-04, ,0.0197,
 ,0.0188, ,4e-04, ,0.0179,
 ,0.0998, ,4e-04, ,0.4762,
 ,0.233, ,5e-04, ,0.3885,
 ,0.0168, ,5e-04, ,0.0266,
 ,0.2526, ,4e-04, ,0.2789,
 ,0.0175, ,5e-04, ,0.0197,
 ,0.0201, ,4e-04, ,0.0219,
 ,0.0213, ,4e-04, ,0.0228,
 ,0.3348, ,4e-04, ,0.3721,
 ,0.0197, ,4e-04, ,0.0237,
 ,0.0323, ,3e-04, ,0.038,
 ,0.018, ,4e-04, ,0.02,
 ,0.0181, ,4e-04, ,0.018,
 ,0.2039, ,6e-04, ,0.1156,
 ,0.1747, ,4e-04, ,0.1939,
 ,0.02, ,3e-04, ,0.0182,
 ,0.2729, ,3e-04, ,0.2416,
 ,0.0275, ,3e-04, ,0.0177,
 ,0.0216, ,3e-04, ,0.0198,
 ,0.0221, ,6e-04, ,0.0209,
 ,0.3271, ,5e-04, ,0.3181,
 ,0.0264, ,5e-04, ,0.0234,
 ,0.0337, ,3e-04, ,0.0331,
 ,0.0183, ,3e-04, ,0.0188,
 ,0.0186, ,4e-04, ,0.019,
 ,0.1313, ,5e-04, ,0.1717,
 ,0.2067, ,4e-04, ,0.1457,
 ,0.0173, ,3e-04, ,0.0177,
 ,0.2884, ,3e-04, ,0.296,
 ,0.0182, ,3e-04, ,0.0258,
 ,0.0204, ,3e-04, ,0.0213,
 ,0.0213, ,6e-04, ,0.0223,
 ,0.3784, ,5e-04, ,0.6759,
 ,0.0243, ,4e-04, ,0.0238,
 ,0.0398, ,3e-04, ,0.0328,
 ,0.0196, ,3e-04, ,0.0194,
 ,0.0182, ,3e-04, ,0.0184,
 ,0.0975, ,4e-04, ,0.1147,
 ,0.2182, ,5e-04, ,0.2576,
 ,0.0168, ,3e-04, ,0.0184,
 ,0.252, ,4e-04, ,0.2404,
 ,0.0176, ,4e-04, ,0.0184,
 ,0.0208, ,7e-04, ,0.0204,
 ,0.0216, ,6e-04, ,0.0226,
 ,0.3231, ,5e-04, ,0.3192,
 ,0.0231, ,4e-04, ,0.0235,
 ,0.033, ,2e-04, ,0.1228,
 ,0.0239, ,5e-04, ,0.0209,
 ,0.0186, ,5e-04, ,0.017,
 ,0.2434, ,4e-04, ,0.1056,
 ,0.1459, ,3e-04, ,0.1989,
 ,0.0172, ,3e-04, ,0.0218,
 ,0.9529, ,2e-04, ,1.0904,
 ,0.0196, ,3e-04, ,0.0196,
 ,0.0191, ,3e-04, ,0.0198,
 ,0.0225, ,4e-04, ,0.0236,
 ,0.3713, ,5e-04, ,0.3202,
 ,0.0255, ,4e-04, ,0.026,
 ,0.0358, ,0.0011, ,0.0346,
 ,0.0191, ,3e-04, ,0.0197,
 ,0.0181, ,6e-04, ,0.0239,
 ,0.0997, ,4e-04, ,0.1618,
 ,0.253, ,3e-04, ,0.1486,
 ,0.0175, ,4e-04, ,0.017,
 ,0.2682, ,2e-04, ,0.2638,
 ,0.018, ,5e-04, ,0.0173,
 ,0.0245, ,4e-04, ,0.0191,
 ,0.023, ,5e-04, ,0.021,
 ,0.4308, ,5e-04, ,0.3861,
 ,0.0231, ,4e-04, ,0.0222,
 ,0.0333, ,3e-04, ,0.0359,
 ,0.0198, ,7e-04, ,0.0209,
 ,0.0201, ,5e-04, ,0.0179,
 ,0.0999, ,6e-04, ,0.1165,
 ,0.1871, ,4e-04, ,0.2223,
 ,0.0161, ,3e-04, ,0.0192,
 ,0.2653, ,2e-04, ,0.2272,
 ,0.0196, ,2e-04, ,0.0175,
 ,0.0204, ,3e-04, ,0.0197,
 ,0.0257, ,4e-04, ,0.0251,
 ,0.3489, ,5e-04, ,0.3028,
 ,0.0215, ,3e-04, ,0.0196,
 ,0.0352, ,3e-04, ,0.0332,
 ,0.0196, ,4e-04, ,0.0192,
 ,0.0189, ,4e-04, ,0.0182,
 ,0.1852, ,5e-04, ,0.2038,
 ,0.1683, ,4e-04, ,0.1698,
 ,0.0172, ,4e-04, ,0.0239,
 ,0.3301, ,2e-04, ,0.2336,
 ,0.0189, ,3e-04, ,0.0213,
 ,0.0213, ,4e-04, ,0.0197,
 ,0.0272, ,4e-04, ,0.0207,
 ,0.5593, ,4e-04, ,0.3088,
 ,0.0271, ,4e-04, ,0.0605,
 ,0.0385, ,2e-04, ,0.2854,
 ,0.0197, ,6e-04, ,0.0191,
 ,0.0195, ,5e-04, ,0.0272,
 ,0.1125, ,4e-04, ,0.1434,
 ,0.2654, ,3e-04, ,0.1454,
 ,0.0185, ,3e-04, ,0.0218,
 ,0.3025, ,3e-04, ,0.2639,
 ,0.0185, ,4e-04, ,0.0178,
 ,0.0199, ,4e-04, ,0.0214,
 ,0.0219, ,5e-04, ,0.0226,
 ,0.4761, ,3e-04, ,0.3648,
 ,0.0209, ,4e-04, ,0.0558,
 ,0.1255, ,2e-04, ,0.0327,
 ,0.0182, ,5e-04, ,0.0218,
 ,0.0232, ,5e-04, ,0.0185,
 ,0.101, ,4e-04, ,0.1102,
 ,0.197, ,4e-04, ,0.1843,
 ,0.0232, ,4e-04, ,0.0178,
 ,0.2972, ,3e-04, ,0.2424,
 ,0.0197, ,4e-04, ,0.0173,
 ,0.0198, ,3e-04, ,0.0201,
 ,0.0214, ,4e-04, ,0.0221,
 ,0.3796, ,4e-04, ,0.3236,
 ,0.0224, ,4e-04, ,0.0197,
 ,0.0389, ,3e-04, ,0.0313,
 ,0.0194, ,4e-04, ,0.0201,
 ,0.0193, ,5e-04, ,0.0195,
 ,0.1731, ,5e-04, ,0.1933,
 ,0.1565, ,4e-04, ,0.1411,
 ,0.0176, ,3e-04, ,0.0186,
 ,0.4335, ,3e-04, ,0.4774,
 ,0.0618, ,3e-04, ,0.0181,
 ,0.0201, ,4e-04, ,0.021,
 ,0.0208, ,6e-04, ,0.0214,
 ,0.5312, ,4e-04, ,0.3957,
 ,0.0283, ,3e-04, ,0.0211,
 ,0.0372, ,2e-04, ,0.032,
 ,0.0189, ,3e-04, ,0.0205,
 ,0.0189, ,3e-04, ,0.0179,
 ,0.1002, ,4e-04, ,0.1055,
 ,0.2398, ,3e-04, ,0.2459,
 ,0.0172, ,3e-04, ,0.0176,
 ,0.2668, ,3e-04, ,0.2507,
 ,0.0194, ,3e-04, ,0.0185,
 ,0.0254, ,4e-04, ,0.0192,
 ,0.0224, ,5e-04, ,0.0211,
 ,0.4456, ,4e-04, ,0.3558,
 ,0.0228, ,4e-04, ,0.0263,
 ,0.0357, ,4e-04, ,0.0331,
 ,0.0194, ,7e-04, ,0.0201,
 ,0.019, ,4e-04, ,0.0182,
 ,0.2028, ,4e-04, ,0.1119,
 ,0.196, ,4e-04, ,0.1729,
 ,0.0246, ,3e-04, ,0.0179,
 ,0.2837, ,3e-04, ,0.2351,
 ,0.0204, ,3e-04, ,0.0201,
 ,0.0204, ,3e-04, ,0.0196,
 ,0.0219, ,6e-04, ,0.0211,
 ,0.8717, ,4e-04, ,0.3056,
 ,0.0197, ,4e-04, ,0.0238,
 ,0.0315, ,2e-04, ,0.0317,
 ,0.0227, ,5e-04, ,0.0207,
 ,0.0183, ,4e-04, ,0.0188,
 ,0.1579, ,4e-04, ,0.1943,
 ,0.1444, ,3e-04, ,0.3975,
 ,0.0178, ,2e-04, ,0.0195,
 ,0.2642, ,3e-04, ,0.2839,
 ,0.018, ,3e-04, ,0.018,
 ,0.0217, ,3e-04, ,0.0196,
 ,0.0218, ,4e-04, ,0.0216,
 ,0.4475, ,3e-04, ,0.4212,
 ,0.0238, ,4e-04, ,0.0236,
 ,0.2841, ,3e-04, ,0.0335,
 ,0.0195, ,4e-04, ,0.022,
 ,0.0204, ,3e-04, ,0.0179,
 ,0.0989, ,4e-04, ,0.0972,
 ,0.2205, ,3e-04, ,0.2317,
 ,0.0172, ,3e-04, ,0.0195,
 ,0.2572, ,3e-04, ,0.2445,
 ,0.018, ,3e-04, ,0.0175,
 ,0.0201, ,0.0018, ,0.0198,
 ,0.0229, ,6e-04, ,0.0402,
 ,0.3589, ,6e-04, ,0.3414,
 ,0.021, ,4e-04, ,0.0201,
 ,0.0343, ,2e-04, ,0.1237,
 ,0.0179, ,6e-04, ,0.0191,
 ,0.0188, ,4e-04, ,0.0187,
 ,0.2036, ,4e-04, ,0.101,
 ,0.1589, ,3e-04, ,0.1629,
 ,0.0181, ,3e-04, ,0.0232,
 ,0.2987, ,2e-04, ,0.2164,
 ,0.0183, ,4e-04, ,0.0206,
 ,0.0198, ,3e-04, ,0.0197,
 ,0.0221, ,4e-04, ,0.0207,
 ,0.401, ,4e-04, ,0.3176,
 ,0.0263, ,3e-04, ,0.0244,
 ,0.0336, ,3e-04, ,0.2576,
 ,0.0185, ,4e-04, ,0.0192,
 ,0.0185, ,4e-04, ,0.0181,
 ,0.1071, ,4e-04, ,0.1649,
 ,0.2627, ,3e-04, ,0.1299,
 ,0.0183, ,3e-04, ,0.0203,
 ,0.6717, ,2e-04, ,0.2672,
 ,0.0215, ,5e-04, ,0.0177,
 ,0.0206, ,3e-04, ,0.0216,
 ,0.0214, ,4e-04, ,0.0224,
 ,0.4037, ,4e-04, ,0.39,
 ,0.0215, ,4e-04, ,0.0208,
 ,0.0324, ,3e-04, ,0.0319,
 ,0.0181, ,5e-04, ,0.0198,
 ,0.0199, ,3e-04, ,0.0181,
 ,0.1027, ,4e-04, ,0.0974,
 ,0.2184, ,3e-04, ,0.2134,
 ,0.0175, ,4e-04, ,0.018,
 ,0.2466, ,2e-04, ,0.2205,
 ,0.0178, ,5e-04, ,0.0206,
 ,0.0197, ,3e-04, ,0.0221,
 ,0.0214, ,4e-04, ,0.0215,
 ,0.3559, ,5e-04, ,0.3084,
 ,0.0218, ,4e-04, ,0.0211,
 ,0.0346, ,3e-04, ,0.0314,
 ,0.025, ,5e-04, ,0.0197,
 ,0.0197, ,3e-04, ,0.0181,
 ,0.1969, ,4e-04, ,0.1947,
 ,0.1544, ,3e-04, ,0.1645,
 ,0.0167, ,3e-04, ,0.0178,
 ,0.4599, ,3e-04, ,0.2195,
 ,0.019, ,3e-04, ,0.0216,
 ,0.0202, ,3e-04, ,0.0244,
 ,0.0222, ,7e-04, ,0.0222,
 ,0.6095, ,4e-04, ,0.5833,
 ,0.0547, ,4e-04, ,0.02,
 ,0.0334, ,3e-04, ,0.0311,
 ,0.0195, ,4e-04, ,0.0201,
 ,0.019, ,4e-04, ,0.0197,
 ,0.0984, ,4e-04, ,0.1588,
 ,0.2571, ,3e-04, ,0.1337,
 ,0.0178, ,3e-04, ,0.0171,
 ,0.2411, ,3e-04, ,0.2515,
 ,0.0182, ,3e-04, ,0.0176,
 ,0.0204, ,3e-04, ,0.0193,
 ,0.0217, ,5e-04, ,0.0219,
 ,0.3298, ,4e-04, ,0.3892,
 ,0.0198, ,4e-04, ,0.0201,
 ,0.1425, ,3e-04, ,0.0356,
 ,0.0184, ,4e-04, ,0.0202,
 ,0.0187, ,7e-04, ,0.0183,
 ,0.0983, ,5e-04, ,0.101,
 ,0.177, ,6e-04, ,0.2096,
 ,0.0176, ,5e-04, ,0.0177,
 ,0.2497, ,3e-04, ,0.2072,
 ,0.0177, ,4e-04, ,0.0169,
 ,0.0229, ,5e-04, ,0.0194,
 ,0.0219, ,6e-04, ,0.0225,
 ,0.3227, ,4e-04, ,0.3231,
 ,0.02, ,5e-04, ,0.032,
 ,0.0333, ,2e-04, ,0.0311,
 ,0.0181, ,4e-04, ,0.0209,
 ,0.0182, ,3e-04, ,0.0189,
 ,0.1855, ,4e-04, ,0.1945,
 ,0.1353, ,3e-04, ,0.356,
 ,0.0179, ,2e-04, ,0.0198,
 ,0.604, ,3e-04, ,0.2839,
 ,0.0197, ,3e-04, ,0.0175,
 ,0.019, ,4e-04, ,0.0191,
 ,0.0228, ,3e-04, ,0.0219,
 ,0.4186, ,3e-04, ,0.4742,
 ,0.0271, ,4e-04, ,0.0223,
 ,0.035, ,2e-04, ,0.0317,
 ,0.0193, ,4e-04, ,0.0196,
 ,0.02, ,4e-04, ,0.0183,
 ,0.1021, ,5e-04, ,0.1023,
 ,0.2335, ,4e-04, ,0.2478,
 ,0.0225, ,3e-04, ,0.0181,
 ,0.2814, ,3e-04, ,0.2528,
 ,0.0192, ,3e-04, ,0.0188,
 ,0.021, ,3e-04, ,0.0209,
 ,0.0232, ,5e-04, ,0.0215,
 ,0.9191, ,3e-04, ,0.4089,
 ,0.0226, ,4e-04, ,0.0212,
 ,0.0383, ,2e-04, ,0.0318,
 ,0.0247, ,6e-04, ,0.0225,
 ,0.0212, ,5e-04, ,0.0252,
 ,0.2657, ,6e-04, ,0.0987,
 ,0.2309, ,5e-04, ,0.1992,
 ,0.0207, ,7e-04, ,0.0179,
 ,0.5241, ,5e-04, ,0.2082,
 ,0.0283, ,5e-04, ,0.0177,
 ,0.0216, ,5e-04, ,0.0195,
 ,0.0333, ,6e-04, ,0.0222,
 ,0.4079, ,5e-04, ,0.5946,
 ,0.0278, ,6e-04, ,0.0241,
 ,0.0428, ,4e-04, ,0.0321,
 ,0.0189, ,8e-04, ,0.0192,
 ,0.0195, ,6e-04, ,0.0187,
 ,0.1344, ,6e-04, ,0.1874,
 ,0.1839, ,6e-04, ,0.1279,
 ,0.0177, ,4e-04, ,0.0185,
 ,0.2823, ,4e-04, ,0.2639,
 ,0.0188, ,5e-04, ,0.0179,
 ,0.0226, ,5e-04, ,0.0194,
 ,0.0221, ,5e-04, ,0.021,
 ,0.3966, ,6e-04, ,0.3956,
 ,0.024, ,4e-04, ,0.0265,
 ,0.0331, ,4e-04, ,0.0316,
 ,0.0186, ,5e-04, ,0.0191,
 ,0.0178, ,4e-04, ,0.0183,
 ,0.1093, ,4e-04, ,0.0965,
 ,0.2247, ,4e-04, ,0.2299,
 ,0.0175, ,3e-04, ,0.0187,
 ,0.5621, ,3e-04, ,0.2528,
 ,0.0221, ,7e-04, ,0.0187,
 ,0.0235, ,8e-04, ,0.025,
 ,0.0357, ,6e-04, ,0.021,
 ,0.6497, ,5e-04, ,0.3359,
 ,0.0216, ,7e-04, ,0.0198,
 ,0.04, ,5e-04, ,0.1167,
 ,0.019, ,6e-04, ,0.0182,
 ,0.0188, ,6e-04, ,0.0221,
 ,0.2119, ,5e-04, ,0.0994,
 ,0.2026, ,6e-04, ,0.2158,
 ,0.02, ,4e-04, ,0.0188,
 ,0.8981, ,3e-04, ,0.2126,
 ,0.0198, ,4e-04, ,0.0229,
 ,0.0202, ,6e-04, ,0.0216,
 ,0.0234, ,7e-04, ,0.0225,
 ,0.4449, ,7e-04, ,0.3177,
 ,0.0246, ,4e-04, ,0.0204,
 ,0.0355, ,2e-04, ,0.0306,
 ,0.0244, ,4e-04, ,0.0183,
 ,0.021, ,4e-04, ,0.0189,
 ,0.1069, ,5e-04, ,0.1821,
 ,0.2872, ,4e-04, ,0.1278,
 ,0.0174, ,3e-04, ,0.0182,
 ,0.2585, ,2e-04, ,0.2699,
 ,0.0183, ,3e-04, ,0.0179,
 ,0.0193, ,6e-04, ,0.0206,
 ,0.0215, ,6e-04, ,0.0217,
 ,0.3533, ,4e-04, ,0.3899,
 ,0.0211, ,3e-04, ,0.024,
 ,0.3065, ,3e-04, ,0.0309,
 ,0.0232, ,5e-04, ,0.0213,
 ,0.0188, ,4e-04, ,0.0185,
 ,0.1011, ,5e-04, ,0.0963,
 ,0.1882, ,4e-04, ,0.2214,
 ,0.0174, ,4e-04, ,0.0181,
 ,0.2548, ,2e-04, ,0.2507,
 ,0.018, ,5e-04, ,0.0181,
 ,0.0199, ,4e-04, ,0.0209,
 ,0.0217, ,6e-04, ,0.0204,
 ,0.3236, ,6e-04, ,0.3307,
 ,0.021, ,4e-04, ,0.0199,
 ,0.0341, ,3e-04, ,0.0302,
 ,0.0188, ,5e-04, ,0.0182,
 ,0.0185, ,4e-04, ,0.0242,
 ,0.1517, ,4e-04, ,0.2078,
 ,0.1855, ,4e-04, ,0.1871,
 ,0.0184, ,3e-04, ,0.0253,
 ,0.3842, ,3e-04, ,0.2374,
 ,0.0186, ,4e-04, ,0.0307,
 ,0.0208, ,3e-04, ,0.0231,
 ,0.0234, ,4e-04, ,0.0248,
 ,0.4461, ,3e-04, ,0.3976,
 ,0.0254, ,4e-04, ,0.0284,
 ,0.0342, ,2e-04, ,0.0409,
 ,0.0198, ,4e-04, ,0.022,
 ,0.0194, ,4e-04, ,0.0264,
 ,0.1044, ,5e-04, ,0.207,
 ,0.6767, ,4e-04, ,0.2372,
 ,0.0194, ,3e-04, ,0.0211,
 ,0.2616, ,3e-04, ,0.3558,
 ,0.0175, ,4e-04, ,0.0205,
 ,0.0201, ,4e-04, ,0.0233,
 ,0.0221, ,4e-04, ,0.0254,
 ,0.3733, ,5e-04, ,0.4257,
 ,0.0195, ,4e-04, ,0.0258,
 ,0.1141, ,2e-04, ,0.0342,
 ,0.0177, ,6e-04, ,0.0219,
 ,0.0186, ,5e-04, ,0.0206,
 ,0.1017, ,4e-04, ,0.116,
 ,0.2119, ,4e-04, ,0.2072,
 ,0.0206, ,3e-04, ,0.021,
 ,0.2733, ,3e-04, ,0.2594,
 ,0.0215, ,5e-04, ,0.0175,
 ,0.0197, ,6e-04, ,0.0227,
 ,0.022, ,5e-04, ,0.0228,
 ,0.3236, ,4e-04, ,0.8855,
 ,0.02, ,4e-04, ,0.0226,
 ,0.0323, ,3e-04, ,0.0322,
 ,0.0183, ,4e-04, ,0.02,
 ,0.0183, ,6e-04, ,0.0185,
 ,0.1843, ,6e-04, ,0.208,
 ,0.1363, ,4e-04, ,0.1486,
 ,0.0177, ,4e-04, ,0.0187,
